id,Тематика обращения,Дата создания,Категория,Муниципалитет ,Текст обращения
781,Тротуар не соответствует нормативным требованиям,2018-06-27 13:19:00,Благоустройство и инфраструктура,Администрация г.Новочебоксарска Чувашской Республики,"В арке между домами 72 и 74 по улице Винокурова невозможно проехать с коляской, колеса застревают в огромных промежутках между криво уложенными плитками. Прошу сделать ровную пешеходную дорожку, соответствующую всем государственным стандартам и нормам."
782,Отсутствует детская площадка,2018-06-27 13:11:00,Благоустройство и инфраструктура,Администрация г.Новочебоксарска Чувашской Республики,"Во дворе дома 72 по ул. Винокурова отсутствует благоустроенная детская площадка. Все объекты, которые расположены на данной территории, морально и физически устарели, травмоопасны. В связи с отсутствием оборудования дети придумывают забавы сами, залезают на верх бетонной конструкции (на фото синего цвета), лазают по крышам гаражей и деревьям. Велика вероятность получения ребенком травмы или увечья! Отсутствует ударопоглощающее покрытие под существующими и так небезопасными объектами. В дождь, грязь на площадке размокает, и находиться на ней вообще невозможно. 
Детям необходимо создать как можно лучшие условия на всех этапах жизни, которые позволяли бы им быть физически здоровыми, умственно развитыми, эмоционально уравновешенными, социально ответственными и способными познавать мир."
783,Отсутствует тротуар,2018-06-27 08:49:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"По ул. Ленинского Комсомола отсутствует тротуар, люди ходят по грязи (поз. 16)."
784,Отсутствует тротуар,2018-06-27 08:44:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"По ул. Ленинского Комсомола в сторону д.9 отсутствует тротуар, весной и осенью приходится идти по грязи. Прошу сделать тротуар."
785,Ямы на проезжей части,2018-06-26 08:41:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Подъездная дорога к детскому саду №14 по адресу ул. М.Павлова д.42А разбита, много ям на проезжей части. Выезды с дворовой территории домов ул. М.Павлова 46, 42, 40 также разбиты. Прошу произвести ремонт дорожного полотна, расположение ям на карте указаны в прикрепленном изображении."
786,Тротуар заливает водой,2018-06-26 08:35:00,Благоустройство и инфраструктура,Администрация г.Новочебоксарска Чувашской Республики,"С торца дома 72 по улице Винокурова при выходе с дворовой территории в сторону дома 78 по улице Винокурова некачественно уложена тротуарная плитка. В дождь, а также в межсезонье, пешеходная дорожка затапливается водой. Прошу отремонтировать данный участок пешеходной дорожки. Были написаны обращения весной в администрацию города Новочебоксарск, но ответа не последовало."
787,Ямы на дороге,2018-06-26 08:07:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,Прошу произвести ремонт дорожных ям на улице Репина от дома 82 до дома 92.
788,Отсутствует тротуар для пешеходов,2018-06-26 08:02:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"В процессе сноса ветхого жилья по улице Щорса были разрушены пешеходные тротуары по обеим сторонам улицы. Прошу рассмотреть возможность сделать временный тротуар хотя бы из щебня или асфальтовой крошки до тех пор, пока микрорайон не будет застроен новыми домами.  
Очень нужен тротуар на улице Щорса между перекрестками с ул. Б.Хмельницкого и П.Алексеева."
789,"Ямы на дорогах, опасно для здоровья!",2018-06-26 07:58:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Требую! Отремонтировать дорогу, пролегающую между домами по ул. Короленко 22 и Парижской Коммуны 2, добавляю фото, где красной линией на карте отметил, какую именно часть дороги ТРЕБУЮ отремонтировать! СМОТРИТЕ ФОТО! 
За игнорирование ремонта дороги привлеку к ответственности в судебном порядке! Так как эти ямы на дорогах сильно раздражают и портят мне настроение и самочувствие и подъезд к дому на машине.  
Приведу пример; для тяжело больного вызвали скоро медицинскую помощь, но из-за оставленной ямы на дороге машина мед.помощи сломала колесо и не доехала, тем самым оставили человека в опасности, и он погиб, а всё из-за того, что ответственный человек вовремя не отремонтировал дорогу!!! а это статья  125 УК РФ - оставление в опасности людей"
790,Дорога в 14 микрорайоне отсутствует.,2018-06-25 07:24:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Дорога, построенная при возведении микрорайона, находится в аварийном состоянии, торчит арматурная сетка."
791,Нет ВОДЫ!!!!!! (вопрос с подачей питьевой воды глава поселения не решает!!!!),2018-06-23 20:25:00,Жилищно-коммунальные услуги,Администрация Мариинско-Посадского района Чувашской Республики,"Ждём подачи воды уже второй год, по нашей улице ничего не решается и по сей день. Насос есть!!!! Уже как две недели кормят обещаниями, что всё будет работать, но ничего не делают. Воды нет в емкости для пожарных!!! Просим решить вопрос (скоро пригласим телевидение и прочие пресс-службы!!!!)  Сколько можно издеваться над своими же местными жителями!!!! На улице +30!!!!"
792,КНС НА ДЕТСКОЙ ПЛОЩАДКЕ,2018-06-23 10:51:00,Благоустройство и инфраструктура,"Министерство строительства, архитектуры и жилищно-коммунального хозяйства Чувашской Республики","КОГДА УЖЕ ПРИМУТ МЕРЫ ПО УСТРАНЕНИЮ ПРОБЛЕМ С КНС? КАНАЛИЗАЦИЯ УЖЕ ТЕЧЕТ НА ДЕТСКУЮ ПЛОЩАДКУ. ЗАСТРОЙЩИК ЧТО, ЖДЕТ, КОГДА ДЕТИ ПОГОЛОВНО ПОДХВАТЯТ КАКУЮ-НИБУДЬ ПАЛОЧКУ? ИЛИ ЕСЛИ ОН ДЕПУТАТ, ТО ЕМУ ВСЕ МОЖНО? ПОЧЕМУ НАШИ ДЕТИ ДОЛЖНЫ ГУЛЯТЬ В ВОДЕ, КОТОРАЯ ТЕЧЕТ С КАНАЛИЗАЦИИ? ЧЕМ НАШИ ДЕТИ ХУЖЕ ЕГО?"
793,Отсутствует пандус,2018-06-22 16:25:00,Социальная сфера,Администрация Ленинского района Чувашской Республики города Чебоксары,"На достаточно крутом подъеме от пр.М.Горького, д.12 до остановки ОТ установлена лестница. У данной лестницы отсутствует пандус. Люди с колясками таскают их на руках уже несколько лет, а в районе очень много молодых семей. Переделайте лестницу полностью, её проходимость высокая из-за остановки ОТ, лестница узкая, пандуса нет. Необходимо расширить лестницу и оборудовать её пандусом согласно нормам Свода правил СП 59.13330.2012 ""СНиП 35-01-2001. Доступность зданий и сооружений для маломобильных групп населения"" (утв. приказом Министерства регионального развития РФ от 27 декабря 2011 г. N 605). Уклон пандуса согласно СНиП не может превышать 8% (исключение до 10%)."
794,Разбитая до несоответсвия ГОСТам дорога,2018-06-22 09:17:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"На сегодня проезжая часть вдоль домов №3, №5, №7 по улице Ярмарочная сильно разбита, множество глубоких ям. Прошу устранить."
795,"ямы на дорогах, опасно!",2018-06-20 12:19:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Большие ямы на улице Парижской Коммуны возле кладбища, прилагаю фото, также смотрите скрин карты - точное расположение. Требую в кратчайшие сроки устранить эти опасные недостатки в дороге!"
796,"Туалет на стройке-уплотниловке поставили прямо около тротуара, где гуляют люди.",2018-06-20 09:02:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Кабинка ""биотуалета"" стоит на территории стройки за забором, но поскольку забор идет вплотную к тротуару, то расстояние от туалета до тротуара метр-полтора. Запах от туалета ужасный, мешает спокойно гулять по бульвару. Прошу потребовать перенести туалет в другое место стройки подальше от людских путей."
797,Аварийное состояние дороги!,2018-06-19 08:42:00,Дороги,Администрация Мариинско-Посадского района Чувашской Республики,"Автодорога, ведущая к шести населенным пунктам Мариинско-Посадского района: Вороново, Нижние Ирх-Сирмы, Синьял-Ирх-Сирмы, Алмандаево, Ирх-Сирмы-Ронги, Верхние Ирх-Сирмы в аварийном состоянии, вся в ямах, автомобилям приходится двигаться, используя обочину. Учитывая то, что целых шесть населенных пунктов используют данную дорогу, транспортный поток здесь постоянный, а участок дороги не превышает и 4-х км. По данной автодороге ходит общественный транспорт, в сезон школьных занятий ходит школьный автобус. Замените дорожное полотно на данной автодороге, чтобы оно отвечало всем требованиям предъявляемым к данному типу автодорог."
798,тротуары,2018-06-18 23:59:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"После завершения ремонтных работ на б-ре А. Миттова, около магазина ""Пятерочка"" и дома №14, накануне Дня России был выложен тротуар. При его укладке были нарушены все нормы (нет верхнего асфальтированного покрытия, поверхность не утрамбована, не выровнена - выложена волнами - при первом дожде будут сплошные лужи, а к концу осени появятся ямы). То, из чего делали ""тротуар"", вывалено на газон. Бордюры торчат. Больно смотреть на похабную работу, выполненную за счет средств налогоплательщиков, т. е. нас."
799,Ямы на проезжей части,2018-06-15 17:54:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Прошу произвести ремонт проезжей части в районе остановки общественного транспорта ""Парк Гузовского"" (в сторону центра). Отметка на карте в приложении."
800,Постройте детский городок,2018-06-14 16:02:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Добрый день. Прошу Вас дать поручение провести благоустройство детской площадки во дворе дома по адресу:г. Чебоксары, ул. Энтузиастов д.33. Обращаю Ваше внимание на то, что площадка находится в состоянии, которое угрожает здоровью играющих на ней детей, поскольку площадка не обновлялась уже несколько лет, качели сломаны, а к старой песочнице вообще страшно подходить. Кроме того, на площадке установлена всего одна лавочка, которая тоже приходит в негодность. Рядом с детской площадкой хаотично разбросаны старые шины, используемые для посиделок, и мусор (бутылки, стаканчики) - и это около детского садика! Прошу в возможно кратчайшие сроки навести порядок и провести замену детской площадки на современный детский городок с безопасным резиновым покрытием, а также обеспечить безопасный доступ к площадке в связи с отсутствием пешеходной дороги."
801,Мусор разлетается,2018-06-13 11:05:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"12 июня вечером, проходя за кинотеатром Мир Луксор, заметил переполненные мусорные баки, везде был разбросан мусор, экологическая обстановка очень плохая. Прошу принять меры!"
802,отказываюсь  оплачивать электроэнергию чувашской энергосбытовой компании,2018-06-08 19:02:00,Жилищно-коммунальные услуги,Государственная жилищная инспекция Чувашской Республики,"добрый день.помогите разобраться с такой ситуацией. наш дом по улице президентский бульвар д.1/15 кв 47 в городе чебоксары примерно с декабря 2015 года по февраль 2017 года обслуживался чувашской энергосбытовой компанией? и я платила за электроэнергию напрямую данной компании. затем за электроэнергию начала платить ук ооо жилкомсервис 1? так как договор с чувашской энергосбытовой компанией был разорван на общем собрании мкд. Теперь спустя почти полтора года 8 июня 2018 года чувашская энергосбытовая компания присылает квитанцию и просит оплатить долг, иначе подадут в суд. Все квитанции за электроэнергию у меня на руках и никакого долга за электроэнергию нет. высылаю квитанцию по электроэнергии и по жкх. Прошу разобраться в данной ситуации. Квитанции по электроэнергии разосланы всем жителям нашего дома. На каком основании я должна оплачивать долг спустя полтора года?"
803,"Лужа на тротуаре около ост. ""Питомник""",2018-06-06 18:25:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"После дождя на тротуаре около ост. ""Питомник"" постоянно образуется довольно-таки большая лужа, которая затрудняет движение пешеходов. Людям приходится перепрыгивать ее. Подлатайте пожалуйста этот кусочек тротуара."
804,ВЕРХНЯЯ НАБЕРЕЖНАЯ  г. Новочебоксарск,2018-06-06 12:45:00,Благоустройство и инфраструктура,Администрация г.Новочебоксарска Чувашской Республики,"Хорошее дело затеяли в прошлом году - обустройство набережной в гНовочебоксарск. И должны были его закончить в 4 квартале 2017г, но не успев сдать, взялись за ремонт уже в текущем году...Интересно, будут ли завершены работы до конца этого года? Пока нет ни скамеек, ни освещения, ни нормального газона. Строительный мусор не вывезен с прошлого года...Эффективная работа администрации города!"
805,Широкая и глубокая яма на проезжей части двора,2018-06-05 09:21:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,Состояние дорожного покрытия в указанном месте сказывается на техническом состоянии всех проезжающих автомобилей. Из-за отсутствия систематической работы по ремонту проблемных участков дорожного полотна подобные ямы только разрастаются и отрицательно влияют на общее состояние благоустройства двора. Прошу довести до сведения соответствующих ведомств о неудовлетворительном состоянии дорожного покрытия в указанном выше месте.
806,Ужасная дорога к дому,2018-06-04 10:44:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Возле дома уже третий год ужасная дорога. Огромные ямы. Подъезд к дому превращается в экстремальное вождение. Эта же дорога ведет к садику. Утром много мам и пап ведут детей в садик и водители смотрят как бы объехать ямы, а не как не задавить детей с родителями. Когда решится эта проблема? О безопасности детей кто будет думать???"
807,В Детской Республиканской Клинической больнице не пропускают посетителей,2018-06-02 16:44:00,Социальная сфера,Министерство здравоохранения Чувашской Республики,"Пришли навещать знакомую четвером.При входе нас не пропустили, сказав, что больше 2 человек не пропускают, сославшись на бумажку, написанную от руки и приклеенную к двери. При просьбе показать приказ они его не нашли. Сказали, что якобы он есть. Но он так и не нашелся."
808,"Ужасная ""бесплатная"" медицина! Коррупция в мин.здраве",2018-06-02 13:43:00,Социальная сфера,Министерство здравоохранения Чувашской Республики,"Добрый день, Уважаемая медицина, а именно Минздрав Чувашии в лице Новочебоксарской поликлиники. Требую разобраться и принять соответствующие меры в отношении врача терапевта Золоторевой Александры Леонидовны. Суть моей жалобы такова: 01.06.18 г. моя супруга обратилась к участковому терапевту с острой головной болью и воспалением глаз.Подозрение на гайморит, обращение к терапевту было вынужденное, так как ЛОР в нашей поликлинике или не работает, или запись через электронную регистратуру закрыта, Окулиста тоже нет. Изначально терапевт не хотела принимать нас, ссылаясь на узких специалистов, но в итоге прием состоялся с грехом по полам. В моем понимании врач обязан направить на анализы и рентген, но по каким-то непонятным мне обстоятельствам, направление на анализ крови не дают, а направление на рентген дали только на 14 июня!!!! это при обращении с острой болью. Я одного понять не могу, у нас что, 14 век на дворе? Я, как гражданин России, исправно плачу налоги, и за медицину в том числе, должен сдохнуть дома или заниматься самолечением? Я кровь сдать не могу в обычной поликлинике и сделать снимок носа рентгеном? Это ли не коррупция, вынуждать идти людей в платные мед.центры? Я требую провести проверку действий сотрудника поликлиники г.Новочебоксарска Золоторевой Александры Леонидовны. 
Фото записи в карте, а также направлений прилагаются."
809,Cамовольное складирование стоматклиникой медицинских отходов в контейнер жильцов д.18А,2018-06-01 17:15:00,Социальная сфера,Министерство здравоохранения Чувашской Республики,"12.04.2018 в адрес УК «Жилкомсервис-1» в третий раз была направлена жалоба жильцов д.18А по пр.Ленина на систематическое нарушение п.2 ст.39 ЖК РФ со стороны  АУ ""ГСП"" Минздрава ЧР, продолжающего складировать медицинские отходы в контейнер для мусора, принадлежащего жильцам д.18А по пр. Ленина, тогда как договор на управление МКД между АУ ""ГСП"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ЧУВАШСКОЙ РЕСПУБЛИКИ и ООО «Жилкомсервис-1» заключен только на площадь нежилого помещения дома № 18 по пр. Ленина. Медсестры Стоматклиники ежедневно забивают медицинскими отходами единственный контейнер для мусора д.18А, тогда как они должны складировать медотходы в контейнер от д.18, а не 18А. Ежедневно контейнер переполняется и непоместившийся мусор складируется рядом, разносится ветром, растаскивается собаками, чем сильно засоряется двор дома 18А, осложняет работу дворнику и, в конце концов, создает угрозу антисанитарии двора, где играют дети. И все это по вине медучреждения, администрация которого почему-то убеждена, что дома 18 и 18А по пр. Ленина имеют один лицевой счет, что мусор у них общий... ""Согласно п.1 ст.158 ЖК РФ собственник помещения в многоквартирном доме обязан нести расходы на содержание принадлежащего ему помещения, а также участвовать в расходах на содержание общего имущества в многоквартирном доме соразмерно своей доле в праве общей собственности на это имущество путем внесения платы за содержание и ремонт жилого помещения"". Однако, стоматклиника, являясь собственником помещения в д.18, упорно и безнаказанно пользуется ресурсами жильцов д.18А совершенно бесплатно, забивая ежедневно медицинскими отходами контейнер жильцов д.18А и создавая угрозу антисанитарии, т.к. сами жильцы в итоге вынуждены складировать свои отходы на земле рядом с контейнером, забитым с утра пораньше и днем медотходами от стоматклиники. В ответ на неднократные жалобы жильцов дома 18А, ООО Жилкомсервис-1» трижды ответила следующее: «...между АУ ""ГСП"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ЧУВАШСКОЙ РЕСПУБЛИКИ и ООО «Жилкомсервис-1» заключен договор на управление МКД только на площадь нежилого помещения дома № 18 по пр. Ленина, где в перечень работ по содержанию жилья входит удаление ТБО и крупногабаритного мусора из здания и его вывозка. По вопросу складирования отходов от медицинской деятельности в д.18А неоднократно были направлены  письменные обращения в Администрацию Ленинского района г.Чебоксары с приложением фотоматериала. Других полномочий управляющая компания не имеет». Жильцы дома 18А по пр. Ленина просят прекратить это безобразие! Почему плата за вывоз мусора поступает на счет д.18 по договору с УК, а фактически эту услугу оказывают жильцы д.18А?! И УК «Жилкомсервис-1» отвечает нам, что бессильна решить эту проблему и ссылается на Администрацию Чебоксар уже третий год?!!  
""Согласно п.2 ст.39 ЖК РФ доля обязательных расходов на содержание общего имущества в многоквартирном доме, бремя которых несет собственник помещения в таком доме, определяется долей в праве общей собственности на общее имущество в таком доме указанного собственника"". Закон есть, а порядка как не было, так и нет. Почему ответственные за порядок игнорируют проблему, угрожающую здоровью жильцов д.18А? Ведь мы все за чистый город и чистый двор! Пожалуйста, помогите разорвать этот замкнутый круг, когда нарушитель чихать хотел на закон, и добропорядочные граждане вынуждены оказывать услугу госучреждению за свой счет, тогда как официально за эту услугу поступают средства на счет совсем другого дома. Скоро жара, и отходы вне контейнера станут еще опаснее. Заранее признательны за скорую помощь!"
810,Ужасное состояние дороги,2018-05-31 14:48:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"В 2017 году по ФЦП ""Безопасные и качественные дороги"" отремонтировали улицу Ашмарина с площадью Скворцова. Также по этой ФЦП отремонтирована дорога Чебоксары-Синьялы. Качество ремонта на хорошем уровне. Только остался неотремонтированным участок дороги протяженностью метров 50 напротив дома 5 по улице Скворцова. На данном участке глубокие ямы, нет никаких предупреждающих знаков"
811,Припаркованная машина на тротуаре mazda 6 гос.номер в300нв21рус,2018-05-30 12:50:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"29 мая 2018 г. в 16:00 по улице проспект Ленина, 6 возле Строительного факультета заметил припаркованную машину на тротуаре, которая преграждала велодорожку и наполовину наехала на газон, затем позвонил в службу по телефону 02, где мне ответили: мы примем заявку и передадим в ДПС, после 15 минут ожидания машина уехала, а полиция не появилась, прилагаю фото, также имеется аудиозапись звонка разговора с полицией и видео. Прошу принять меры."
812,Хищение электрической энергии,2018-05-29 21:00:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Помимо того,что работы, проводимые на строительной площадке между домами по ул.Ярмарочная, 14 и Ярмарочная, 10, являются незаконными, хотя администрация города не нашла подтверждения моих слов. Тем не менее, помимо работ, еще и электричество крадут, подключаясь к дому по ул. Ярмарочная, дом 14. Фотографии в приложении. Что с ними делать не ясно, сколько можно терпеть строительную компанию, которой не писаны законы и права окружающих людей.Прошу помощи."
814,Школьный автобус не забирает детей из нескольких деревень,2018-05-29 11:32:00,Социальная сфера,Администрация Аликовского района Чувашской Республики,"Почему школьный автобус Шумшевашской СОШ не забирает детей с деревень Шафранчик, Новая и Прошкино? Правда ли, что дорога от села Шумшеваши до деревни Прошкино официально не принята? Почему дети должны ходить до школы и возвращаться домой пешком, когда у школы есть свой автобус? Нужно решить эту проблему, иначе придется обращаться в Прокуратуру."
815,Дорога между Юськасы и Крендейкасы,2018-05-28 21:45:00,Дороги,Администрация Красноармейского района Чувашской Республики Чувашской Республики,"Щебень разлетается в разные стороны, да и по кузову машины при езде. Изначально когда дорогу делали, заложено было или нет асфальт сверху - не знаю. Просьба одна - застелить асфальт над щебенью, если это возможно, пожалуйста."
816,Сорвало листы на крыше хоз постройки.,2018-05-27 11:28:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Во дворе домов Гагарина, д.11 и Энгельса, д.16 во время сильного ветра сорвало листы с крыши хоз. постройки. Хоз.постройка относится к территории мирового суда(бывший детский садик). Во дворе гуляют дети."
817,Дырка в тротуаре.,2018-05-26 14:23:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Залатайте пожалуйста глубокую ямку в тротуаре, расположенном вдоль дороги просп.Генадия Айги и домом по улице Парижской Коммуны, дом 2, а также гаражным комплексом, фоторасположение прилагаю."
818,Посадите траву!,2018-05-26 00:45:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Возле новостройки на улице Парижской Коммуны, дом 2 не растёт трава, ранее на том месте стояли строительные бытовки, пожалуйста, посадите там траву."
819,Посреди тротуара яма,2018-05-26 00:36:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Отремонтируйте пожалуйста тротуар, расположенный вдоль дороги по улице Юлиуса Фучика, месторасположение смотрите по фото, прикладываю скриншот"
820,Отремонтируйте пешеходную дорожку на ул. Гражданской,2018-05-26 00:23:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Здравствуйте! Большая просьба отремонтировать пешеходную дорожку от гражданского кольца до пересечения улиц Чернышевского с улицей Гражданской, это промежуток длиною в 2.3 км, тротуар в очень безобразном виде. На коляске или велосипеде просто сложно и невыносимо передвигаться, сильно трясёт. Используйте наши налоговые деньги для нашего благоустройства."
821,Нарушение технологии,2018-05-25 15:59:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Уже вторую неделю идёт реконструкция дорожного полотна на Московском проспекте от Московского моста до ул. Афанасьева. 17.05.2018 сделал фото после снятия верхнего слоя полотна (фото прилагаю). После для чего-то уложили небольшой слой щебня, который после проезда машин разлетался по сторонам, попадая на газоны и в другие машины. Также поднималась пыль, которая покрыла все газоны и деревья рядом с дорогой. И так продолжалось до сегодняшнего дня, пока не начали укладывать новый асфальт. Тут ещё интереснее, перед асфальтоукладчиком проходилась уборочная машина, которая, очищая полотно, распыляла пыль по сторонам (видео добавил или по ссылке https://youtu.be/MmhBNXtC2_Y). Исходя из изложенного, возникают несколько вопросов: 1.почему не убрали камешки и пыль после срезки верхнего слоя дорожного полотна 2. для чего раскидали крупный щебень по срезанному полотну 3. что за странный способ очистки дорожного полотна перед укладкой нового слоя?"
822,И снова КНС,2018-05-22 14:26:00,Благоустройство и инфраструктура,"Министерство строительства, архитектуры и жилищно-коммунального хозяйства Чувашской Республики","Мы уже обращались на счет КНС на ваш сайт. К нам приезжала проверка, были и прокурор, и глава сельского поселения, и управляющая компания, и жилищная инспекция. Но толку от их визита не было, прокурор сказал, что он не видит никаких проблем, что все в порядке.Сегодня с утра КНС вообще перестала работать, все гавно полилось из колодца, тем самым затопляя в очередной раз цокольный этаж. Застройщик нанял машины, которые приехали откачали все из колодца и из самой КНС и уехали. На наш вопрос сколько еще так будет длится, нам сказали , что в данный момент же люди занимаются исправляют все, что вы еще от нас хотите? когда я сказала, что они откачивают КНС пока дом на гарантии а как только гарантия закончится этим заниматься они больше не будут, что нам придется за свой счет исправлять чужие ошибки. На это мне Степанов Юрий сказал, что цитирую его слова ""Не тебе вообще об этом говорить!"""
